"mRNA","Time","Gene","ABF1","ACE2","ADR1","ARG80","ARG81","ARO80","ASH1","BAS1","CAD1","CBF1","CIN5","CRZ1","CUP9","DAL81","DAL82","DIG1","DOT6","FHL1","FKH1","FKH2","FZF1","GAL4","GAT1","GAT3","GCN4","GCR1","GCR2","GLN3","GTS1","HAA1","HAL9","HAP2","HAP3","HAP4","HAP5","HIR1","HIR2","HMS1","HSF1","IME4","INO2","INO4","IXR1","LEU3","MAC1","MAL13","MAL33","MATa1","MCM1_YPD","MET31","MET4","MIG1","MOT3","MSN1","MSN2","MSN4","MSS11","NDD1","NRG1","PDR1","PHD1","PHO4","PUT3","RAP1","RCS1","REB1","RFX1","RGM1","RLM1","RME1","ROX1","RPH1","RTG1","RTG3","SFL1","SFP1","SIP4","SKN7","SKO1","SMP1","SOK2","STB1","STE12","STP1","STP2","SUM1","SWI4","SWI5","SWI6","YAP1","YAP5","YAP6","YFL044C","YJL206C","ZAP1","ZMS1"
1.59,77,21,2.072392458,2.312010585,-0.047140986,-0.005015292,-0.06990182,0.295978632,-0.143626916,-0.307588193,-0.39739157,1.670266315,-0.001304815,-0.181530937,-0.108584593,-0.234253651,-0.105957231,-0.123568992,-0.197719417,-0.141387414,1.954350661,1.535991958,-0.117022527,-0.627228635,-0.273620927,-0.638823368,-0.000464276,0.003956067,0.266024297,0.447418389,0.096733452,-0.474283309,-0.095100142,-0.241747759,0.08834584,-0.033405987,-0.223808332,0.032404588,-0.269736309,0.251318324,-0.220937063,-0.263847247,-0.227024823,0.430821567,0.418112426,0.257472569,0.063658386,-0.115405189,-0.963115965,0.295080809,0.248032477,0.198860973,0.224124758,0.423786184,-0.584014349,-0.091676608,0.155290709,-0.078510624,0.086784717,0.352210604,0.284546469,-0.001396685,-0.355851349,0.266627288,0.335033959,-0.128880861,0.100449975,0.021584763,-0.051306614,-0.553623955,0.393821548,0.147489971,0.293994634,0.111834323,0.289094105,0.505717085,-0.299344009,0.111448966,0.371394037,-0.582423213,-0.006418959,-0.096270436,0.769156284,-0.185941231,0.185733748,-0.025908467,-0.19245172,0.070825368,-0.192471536,0.352367351,0.518455071,0.131535621,-0.563204921,-0.021063382,-0.270928845,-0.206616447,-0.12932596,-0.02146042
1.36,84,21,2.072392458,2.312010585,-0.047140986,-0.005015292,-0.06990182,0.295978632,-0.143626916,-0.307588193,-0.39739157,1.670266315,-0.001304815,-0.181530937,-0.108584593,-0.234253651,-0.105957231,-0.123568992,-0.197719417,-0.141387414,1.954350661,1.535991958,-0.117022527,-0.627228635,-0.273620927,-0.638823368,-0.000464276,0.003956067,0.266024297,0.447418389,0.096733452,-0.474283309,-0.095100142,-0.241747759,0.08834584,-0.033405987,-0.223808332,0.032404588,-0.269736309,0.251318324,-0.220937063,-0.263847247,-0.227024823,0.430821567,0.418112426,0.257472569,0.063658386,-0.115405189,-0.963115965,0.295080809,0.248032477,0.198860973,0.224124758,0.423786184,-0.584014349,-0.091676608,0.155290709,-0.078510624,0.086784717,0.352210604,0.284546469,-0.001396685,-0.355851349,0.266627288,0.335033959,-0.128880861,0.100449975,0.021584763,-0.051306614,-0.553623955,0.393821548,0.147489971,0.293994634,0.111834323,0.289094105,0.505717085,-0.299344009,0.111448966,0.371394037,-0.582423213,-0.006418959,-0.096270436,0.769156284,-0.185941231,0.185733748,-0.025908467,-0.19245172,0.070825368,-0.192471536,0.352367351,0.518455071,0.131535621,-0.563204921,-0.021063382,-0.270928845,-0.206616447,-0.12932596,-0.02146042
0.92,91,21,2.072392458,2.312010585,-0.047140986,-0.005015292,-0.06990182,0.295978632,-0.143626916,-0.307588193,-0.39739157,1.670266315,-0.001304815,-0.181530937,-0.108584593,-0.234253651,-0.105957231,-0.123568992,-0.197719417,-0.141387414,1.954350661,1.535991958,-0.117022527,-0.627228635,-0.273620927,-0.638823368,-0.000464276,0.003956067,0.266024297,0.447418389,0.096733452,-0.474283309,-0.095100142,-0.241747759,0.08834584,-0.033405987,-0.223808332,0.032404588,-0.269736309,0.251318324,-0.220937063,-0.263847247,-0.227024823,0.430821567,0.418112426,0.257472569,0.063658386,-0.115405189,-0.963115965,0.295080809,0.248032477,0.198860973,0.224124758,0.423786184,-0.584014349,-0.091676608,0.155290709,-0.078510624,0.086784717,0.352210604,0.284546469,-0.001396685,-0.355851349,0.266627288,0.335033959,-0.128880861,0.100449975,0.021584763,-0.051306614,-0.553623955,0.393821548,0.147489971,0.293994634,0.111834323,0.289094105,0.505717085,-0.299344009,0.111448966,0.371394037,-0.582423213,-0.006418959,-0.096270436,0.769156284,-0.185941231,0.185733748,-0.025908467,-0.19245172,0.070825368,-0.192471536,0.352367351,0.518455071,0.131535621,-0.563204921,-0.021063382,-0.270928845,-0.206616447,-0.12932596,-0.02146042
0.71,98,21,2.072392458,2.312010585,-0.047140986,-0.005015292,-0.06990182,0.295978632,-0.143626916,-0.307588193,-0.39739157,1.670266315,-0.001304815,-0.181530937,-0.108584593,-0.234253651,-0.105957231,-0.123568992,-0.197719417,-0.141387414,1.954350661,1.535991958,-0.117022527,-0.627228635,-0.273620927,-0.638823368,-0.000464276,0.003956067,0.266024297,0.447418389,0.096733452,-0.474283309,-0.095100142,-0.241747759,0.08834584,-0.033405987,-0.223808332,0.032404588,-0.269736309,0.251318324,-0.220937063,-0.263847247,-0.227024823,0.430821567,0.418112426,0.257472569,0.063658386,-0.115405189,-0.963115965,0.295080809,0.248032477,0.198860973,0.224124758,0.423786184,-0.584014349,-0.091676608,0.155290709,-0.078510624,0.086784717,0.352210604,0.284546469,-0.001396685,-0.355851349,0.266627288,0.335033959,-0.128880861,0.100449975,0.021584763,-0.051306614,-0.553623955,0.393821548,0.147489971,0.293994634,0.111834323,0.289094105,0.505717085,-0.299344009,0.111448966,0.371394037,-0.582423213,-0.006418959,-0.096270436,0.769156284,-0.185941231,0.185733748,-0.025908467,-0.19245172,0.070825368,-0.192471536,0.352367351,0.518455071,0.131535621,-0.563204921,-0.021063382,-0.270928845,-0.206616447,-0.12932596,-0.02146042
0.58,105,21,2.072392458,2.312010585,-0.047140986,-0.005015292,-0.06990182,0.295978632,-0.143626916,-0.307588193,-0.39739157,1.670266315,-0.001304815,-0.181530937,-0.108584593,-0.234253651,-0.105957231,-0.123568992,-0.197719417,-0.141387414,1.954350661,1.535991958,-0.117022527,-0.627228635,-0.273620927,-0.638823368,-0.000464276,0.003956067,0.266024297,0.447418389,0.096733452,-0.474283309,-0.095100142,-0.241747759,0.08834584,-0.033405987,-0.223808332,0.032404588,-0.269736309,0.251318324,-0.220937063,-0.263847247,-0.227024823,0.430821567,0.418112426,0.257472569,0.063658386,-0.115405189,-0.963115965,0.295080809,0.248032477,0.198860973,0.224124758,0.423786184,-0.584014349,-0.091676608,0.155290709,-0.078510624,0.086784717,0.352210604,0.284546469,-0.001396685,-0.355851349,0.266627288,0.335033959,-0.128880861,0.100449975,0.021584763,-0.051306614,-0.553623955,0.393821548,0.147489971,0.293994634,0.111834323,0.289094105,0.505717085,-0.299344009,0.111448966,0.371394037,-0.582423213,-0.006418959,-0.096270436,0.769156284,-0.185941231,0.185733748,-0.025908467,-0.19245172,0.070825368,-0.192471536,0.352367351,0.518455071,0.131535621,-0.563204921,-0.021063382,-0.270928845,-0.206616447,-0.12932596,-0.02146042
0.53,112,21,2.072392458,2.312010585,-0.047140986,-0.005015292,-0.06990182,0.295978632,-0.143626916,-0.307588193,-0.39739157,1.670266315,-0.001304815,-0.181530937,-0.108584593,-0.234253651,-0.105957231,-0.123568992,-0.197719417,-0.141387414,1.954350661,1.535991958,-0.117022527,-0.627228635,-0.273620927,-0.638823368,-0.000464276,0.003956067,0.266024297,0.447418389,0.096733452,-0.474283309,-0.095100142,-0.241747759,0.08834584,-0.033405987,-0.223808332,0.032404588,-0.269736309,0.251318324,-0.220937063,-0.263847247,-0.227024823,0.430821567,0.418112426,0.257472569,0.063658386,-0.115405189,-0.963115965,0.295080809,0.248032477,0.198860973,0.224124758,0.423786184,-0.584014349,-0.091676608,0.155290709,-0.078510624,0.086784717,0.352210604,0.284546469,-0.001396685,-0.355851349,0.266627288,0.335033959,-0.128880861,0.100449975,0.021584763,-0.051306614,-0.553623955,0.393821548,0.147489971,0.293994634,0.111834323,0.289094105,0.505717085,-0.299344009,0.111448966,0.371394037,-0.582423213,-0.006418959,-0.096270436,0.769156284,-0.185941231,0.185733748,-0.025908467,-0.19245172,0.070825368,-0.192471536,0.352367351,0.518455071,0.131535621,-0.563204921,-0.021063382,-0.270928845,-0.206616447,-0.12932596,-0.02146042
-0.24,119,21,2.072392458,2.312010585,-0.047140986,-0.005015292,-0.06990182,0.295978632,-0.143626916,-0.307588193,-0.39739157,1.670266315,-0.001304815,-0.181530937,-0.108584593,-0.234253651,-0.105957231,-0.123568992,-0.197719417,-0.141387414,1.954350661,1.535991958,-0.117022527,-0.627228635,-0.273620927,-0.638823368,-0.000464276,0.003956067,0.266024297,0.447418389,0.096733452,-0.474283309,-0.095100142,-0.241747759,0.08834584,-0.033405987,-0.223808332,0.032404588,-0.269736309,0.251318324,-0.220937063,-0.263847247,-0.227024823,0.430821567,0.418112426,0.257472569,0.063658386,-0.115405189,-0.963115965,0.295080809,0.248032477,0.198860973,0.224124758,0.423786184,-0.584014349,-0.091676608,0.155290709,-0.078510624,0.086784717,0.352210604,0.284546469,-0.001396685,-0.355851349,0.266627288,0.335033959,-0.128880861,0.100449975,0.021584763,-0.051306614,-0.553623955,0.393821548,0.147489971,0.293994634,0.111834323,0.289094105,0.505717085,-0.299344009,0.111448966,0.371394037,-0.582423213,-0.006418959,-0.096270436,0.769156284,-0.185941231,0.185733748,-0.025908467,-0.19245172,0.070825368,-0.192471536,0.352367351,0.518455071,0.131535621,-0.563204921,-0.021063382,-0.270928845,-0.206616447,-0.12932596,-0.02146042
-0.11,0,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.13,7,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.41,14,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.6,21,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.23,28,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.31,35,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.19,42,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.16,49,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
-0.55,56,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
-0.34,63,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.05,70,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.23,77,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
0.25,84,22,-0.01881415,0.058099919,-0.093534735,-0.746284103,-0.355484264,-0.33797708,0.629195635,-0.130910648,-0.30576776,0.530457241,-0.360096434,1.038528121,-0.405774937,-0.330035207,-0.016157727,-0.032868364,0.107444566,-0.098171292,0.28454031,-0.00051118,-0.179423507,-0.075537946,0.449965933,0.115351187,0.035070231,0.088389942,-0.476626776,-0.386215021,0.015808255,-0.38252201,-0.290021782,-0.402839653,-0.016249235,-0.038639929,-0.121534559,-0.074093889,-0.099700882,-0.325283356,-0.417851535,-0.10424173,0.425144628,1.489014005,-0.432066537,-0.175419121,-0.18292878,0.468496675,0.73906002,-0.772009905,-0.081130811,-0.022864386,0.351545225,-0.09548717,-0.327180995,0.305793244,-0.305584307,-0.00341078,-0.438478516,-0.043388597,-0.143897123,-0.246800759,-0.207722974,-0.245936322,0.162045774,0.511738437,-0.79068237,-0.336264059,-0.677458279,0.92179932,-0.14048888,-0.30917914,-0.083422497,0.972449967,0.021205518,0.307847924,0.542944832,0.627801052,0.214115478,-0.207395736,0.22235994,-0.232141383,-0.477213906,0.049999967,-0.081430807,-0.29493825,-0.379432751,-0.566908726,-0.093337345,0.095094944,0.326073632,-0.129538264,-0.381981986,-0.452265135,-0.128627141,-0.136883787,-0.46586471,0.021863021
